id,side,bucket,text,query
17282907,right,Tissot,COL brand VAL Tissot COL title VAL Tissot Mens T-Sport Seastar 1000 Chronograph Black Dial Stainless Steel Bracelet Watch T120.417.11.051.00 COL description VAL SEASTAR SS BW BLK DL CHRN COL price VAL 450.00 COL priceCurrency VAL GBP,Tissot Tissot Mens T-Sport Seastar 1000 Chronograph Black Dial Stainless Steel Bracelet Watch T120.417.11.051.00
68874465,right,Default,COL brand VAL Default COL title VAL Toner kompatibel zu Brother TN-200 Black COL description VAL  COL price VAL 14.87 COL priceCurrency VAL EUR,Default Toner kompatibel zu Brother TN-200 Black
51733905,right,Shimano,COL brand VAL Shimano COL title VAL Shimano Shimano Cs-R8000 Cassette 11-28t Ultegra 11-Speed COL description VAL CASSETTE SPROCKET COL price VAL 117.99 COL priceCurrency VAL AUD,Shimano Shimano Shimano Cs-R8000 Cassette 11-28t Ultegra 11-Speed
14628836,right,Ubiquiti,"COL brand VAL Ubiquiti COL title VAL Ubiquiti UniFi CloudKey Gen2 Plus COL description VAL 3 GB RAM, 32 GB eMMC, 1 TB HDD, 8-Core 2.0GHz ARM, 10/100/1000 Ethernet Port, Bluetooth COL price VAL 245.00 COL priceCurrency VAL EUR",Ubiquiti Ubiquiti UniFi CloudKey Gen2 Plus
23211539,right,Samsung,"COL brand VAL Samsung COL title VAL Samsung Portable SSD T7 Touch 2TB - Zwart COL description VAL Portable SSD T7 Touch USB 3.2, NVMe, 1TB COL price VAL 429.00 COL priceCurrency VAL EUR",Samsung Samsung Portable SSD T7 Touch 2TB - Zwart
98600039,right,Cooler Master,COL brand VAL Cooler Master COL title VAL Cooler Master MasterLiquid ML120R ARGB AIO Cooler COL description VAL Cooler Master MasterLiquid ML120R ARGB AIO Cooler available to buy online from PC Case Gear – Australia’s Premier Online PC Store. COL price VAL 129 COL priceCurrency VAL AUD,Cooler Master Cooler Master MasterLiquid ML120R ARGB AIO Cooler
24742825,right,DADDARIO,COL brand VAL DADDARIO COL title VAL EJ16 - Acoustic Phosphor Bronze 12-53 COL description VAL D'Addario EJ16 - Acoustic Phosphor Bronze 12-53Phosphor Bronze012 - 053Stärken: 012 - 016 - 024 - 032 - 042 - 053Stärke: Light COL price VAL 7.9E0 COL priceCurrency VAL EUR,DADDARIO EJ16 - Acoustic Phosphor Bronze 12-53
31143310,right,RAM Mounts,COL brand VAL RAM Mounts COL title VAL RAM Twist-Lock Dual Suction Cup Base / RAM-B-189BU COL description VAL RAM Twist-Lock Dual Suction Cup Base / RAM-B-189BU COL price VAL 36.00 COL priceCurrency VAL EUR,RAM Mounts RAM Twist-Lock Dual Suction Cup Base / RAM-B-189BU
49605449,right,Brother,"COL brand VAL Brother COL title VAL Brother HL-L6300DW Business Laser Printer for Mid-Size Workgroups -HL-L6300DW COL description VAL The Brother HL-L6300DW is the ultimate monochrome laser printer for mid-sized workgroups with higher print volumes. This business-durable printer offers great value due to the included high-yield toner cartridge and offers even lower cost output due to the super high-yield replacement toner cartridge. Plus, maximize your productivity with fast printing up to 48ppm, automatic two-sided printing, as well as a 520-sheet capacity paper tray that holds more than a ream of paper. For even fewer refills, expand the paper capacity to 1,610 sheets with optional trays. Advanced security features provide network user authentication, and a color Touchscreen display enables direct printing from popular business cloud services. Plus, enjoy flexible connectivity and mobile device printing. COL price VAL 479.98 COL priceCurrency VAL USD",Brother Brother HL-L6300DW Business Laser Printer for Mid-Size Workgroups -HL-L6300DW
9951028,right,HYDRO FLASK,"COL brand VAL HYDRO FLASK COL title VAL HYDRO FLASK HYDRO FLASK 21OZ STANDARD MOUTH BOTTLE-OLIVE COL description VAL Hydro Flask's unique double wall vacuum insulation protects temperature for hours. Cold drinks stay icy cold and hot drinks stay piping hot so you can stay refreshed for any adventure.Product BenefitsVersatile, middle-of-the-road sizeTempShield™ COL price VAL 33.00 COL priceCurrency VAL USD",HYDRO FLASK HYDRO FLASK HYDRO FLASK 21OZ STANDARD MOUTH BOTTLE-OLIVE
87410064,right,Samyang,"COL brand VAL Samyang COL title VAL Samyang 24mm f1.4 ED AS IF UMC Lens - Nikon Fit COL description VAL Image Sensor size: Full frame, APS-C or 4/3 sensor camerasFocal length: 24mmMaximum aperture: f/1.4Filter diameter: 77mmAngle of view: 84 degreesMinimum focus distance: 0.25mFocus type: manualNumber of diaphragm blades: 8 COL price VAL 315.83 COL priceCurrency VAL GBP",Samyang Samyang 24mm f1.4 ED AS IF UMC Lens - Nikon Fit
56676909,right,EPSON,"COL brand VAL EPSON COL title VAL Epson Premium Glossy Photo Paperphoto paper - 25 sheet(s) - A2 COL description VAL Five golden stars for the highest requirements. Go for the highest printing standards with this high-quality photo paper. With a grammage of 255g/m2, this paper ensures the best performance and durability for professional use. Choose the best quality with five golden stars. COL price VAL 31.19 COL priceCurrency VAL GBP",EPSON Epson Premium Glossy Photo Paperphoto paper - 25 sheet(s) - A2
3420227,right,SanDisk,COL brand VAL SanDisk COL title VAL SanDisk Extreme Pro SD Card 32GB 300MB/s UHS-II COL description VAL  COL price VAL 56.45 COL priceCurrency VAL EUR,SanDisk SanDisk Extreme Pro SD Card 32GB 300MB/s UHS-II
7274546,right,Canon,COL brand VAL Canon COL title VAL Canon EF 100mm F2.8 L IS USM Macro Lens COL description VAL Canon EF 100mm F2.8 L IS USM Macro Lens COL price VAL 1399 COL priceCurrency VAL AUD,Canon Canon EF 100mm F2.8 L IS USM Macro Lens
81524454,right,Logitech,"COL brand VAL Logitech COL title VAL Logitech BRIO 4K Ultra HD webcamweb camera COL description VAL Step up to the technologically advanced webcam and get professional-quality video for conference calls, streaming, or video recording. Logitech BRIO is packed with features that produce stunning video in any environment. This camera offers 5x digital zoom and RightLight 3 with HDR. Background replacement gives you the freedom to meet anywhere. COL price VAL 195,96 COL priceCurrency VAL EUR",Logitech Logitech BRIO 4K Ultra HD webcamweb camera
93725418,right,Maxxis,"COL brand VAL Maxxis COL title VAL Maxxis High Roller II 29er Dual Compound Folding Tubeless Ready Mountain Bike COL description VAL The Maxxis High Roller II 29er Dual Compound Folding Tubeless Ready Mountain Bike Tyre features an extremely open and aggressive tread the delivers excellent soil penetration and mud-clearing ability. The dual compound tread utilises a hard base layer to reduce rolling resistance and provide knob support, while the siped, softer outer layer provides unparalleled grip on rocks and roots.The Maxxis High Roller's square profile produces a solid, consistent and reliable feel across the knobs. This tyre also features modified knobs on the shoulder and centre improve braking performance and traction on hard surfaces. The Maxxis High Roller II 29er Dual Compound Folding Tubeless Ready Mountain Bike Tyre is an excellent choice for technical, freeride terrain.For our full range of Bike Accessories visit Evans Cycles COL price VAL £54.99 COL priceCurrency VAL GBP",Maxxis Maxxis High Roller II 29er Dual Compound Folding Tubeless Ready Mountain Bike
79625472,right,Sandisk,COL brand VAL Sandisk COL title VAL USB STICK SANDISK CRUZER GLIDE 32GB COL description VAL  COL price VAL 16.08 COL priceCurrency VAL EUR,Sandisk USB STICK SANDISK CRUZER GLIDE 32GB
57791020,right,Pokemon,COL brand VAL Pokemon COL title VAL Pokemon Pokemon: Darkness Ablaze Bstr COL description VAL Add to your collection and light a fire with the Darkness Ablaze expansion! COL price VAL 4.00 COL priceCurrency VAL USD,Pokemon Pokemon Pokemon: Darkness Ablaze Bstr
45759535,right,Audemars Piguet,"COL brand VAL Audemars Piguet COL title VAL Pre-Owned Audemars Piguet Royal Oak Chronograph 26331ST.OO.1220ST.03 COL description VAL Pre-Owned Audemars Piguet Royal Oak Chronograph (26331STOO1220ST03) self - winding automatic watch, features a 41mm stainless steel case sur...Read More COL price VAL 33900.00 COL priceCurrency VAL USD",Audemars Piguet Pre-Owned Audemars Piguet Royal Oak Chronograph 26331ST.OO.1220ST.03
7736538,right,DJI,"COL brand VAL DJI COL title VAL DJI DJI | Mavic Mini Drone Fly More Combo COL description VAL The compact yet powerful Mavic Mini is the perfect creative companion, capturing your moments in a way that effortlessly elevates the ordinary. Together with the easy-to-use DJI Fly app, youÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â‚¬Å¾Ã‚Â¢ll enjoy a simplified flyin COL price VAL 649.99 COL priceCurrency VAL CAD",DJI DJI DJI | Mavic Mini Drone Fly More Combo
83152267,right,AMD,"COL brand VAL AMD COL title VAL YD260XBCAFBOX - AMD AM4 Ryzen 5 2600X, 6x 3.60GHz, boxed COL description VAL  COL price VAL 1.3305E2 COL priceCurrency VAL CHF","AMD YD260XBCAFBOX - AMD AM4 Ryzen 5 2600X, 6x 3.60GHz, boxed"
36868284,right,Crucial,COL brand VAL Crucial COL title VAL Crucial Crucial Memory 4GB DDR3L 1600 1.35V SODIMM Retail CT51264BF160BJ COL description VAL  COL price VAL 64.99 COL priceCurrency VAL CAD,Crucial Crucial Crucial Memory 4GB DDR3L 1600 1.35V SODIMM Retail CT51264BF160BJ
87637930,right,ASUS,COL brand VAL ASUS COL title VAL PH-GTX1660S-O6G 6 GB Geforce GTX 1660 Super Overclocked Phoenix Fan Edition Hdmi DP Dvi Graphics Card COL description VAL  COL price VAL  COL priceCurrency VAL ,ASUS PH-GTX1660S-O6G 6 GB Geforce GTX 1660 Super Overclocked Phoenix Fan Edition Hdmi DP Dvi Graphics Card
73180792,right,Asus,"COL brand VAL Asus COL title VAL Motherboard Asus TUF B450M-PLUS GAMING, AM4, USB 3.1, SATA 6GB/S COL description VAL Componentes - Placa Mãe - Motherboard - Motherboard Asus TUF B450M-PLUS GAMING, AM4, USB 3.1, SATA 6GB/S COL price VAL 102.00 COL priceCurrency VAL EUR","Asus Motherboard Asus TUF B450M-PLUS GAMING, AM4, USB 3.1, SATA 6GB/S"
31149803,right,D'addario,"COL brand VAL D'addario COL title VAL D'addario XTAPB1356XT Acoustic strings set Phosphor Bronze Medium 13-56 COL description VAL D’Addario XT strings feature high carbon steel cores with an extended lifespan treatment on every string in the set, giving you enhanced break resistance, pitch stability, and long-lasting performance – all while preserving the tone and feel of your favorite uncoated strings. These strings are made to stay, for performance that never fades away.D'Addario XT Electric Guitar Strings FeaturesXT strings feature an extended lifespan treatment on every string in the set, preserving the natural tone and feel of uncoated strings.High carbon steel wire and Fusion Twist technologies deliver unrivaled tuning stability and break resistance. Strings stay in tune 131% better than traditional strings!Strings last at least 4 times longer than traditional uncoated strings COL price VAL 16.25 COL priceCurrency VAL EUR",D'addario D'addario XTAPB1356XT Acoustic strings set Phosphor Bronze Medium 13-56
8174351,right,SanDisk,"COL brand VAL SanDisk COL title VAL SanDisk SSD PLUS 120GB Solid State Drive -SDSSDA-120G-G27 COL description VAL Inject new life into your laptop or desktop PC with a durable solid state drive from SanDisk. You'll experience quicker boot-up and shutdown, quicker application response and data transfer speeds than with a typical hard disk drive1, at just a fraction of the cost of a new computer. Slc caching boosts burst write performance, making it ideal for typical PC workloads such as web browsing, Email, casual gaming, office productivity, and audio/video entertainment. SanDisk SSDs are resistant to shock, vibration and temperature extremes3, so your SSD keeps working, no matter where or how hard you use your computer. The SanDisk SSD dashboard provides software that includes proprietary SanDisk tools for monitoring and optimizing your system's performance and highlights offers for cloning and security Applications4.With read/write speeds of up to 530MB/s/400MBs, the SanDisk SSD plus delivers impressive performance in an entry-level drive, from a brand you know you can trust. COL price VAL 64.99 COL priceCurrency VAL USD",SanDisk SanDisk SSD PLUS 120GB Solid State Drive -SDSSDA-120G-G27
37007640,right,Life Extension,"COL brand VAL Life Extension COL title VAL Super Ubiquinol CoQ10 with Enhanced Mitochondrial Support 100 mg COL description VAL 100 mg, 60 soft-gels | Item# 01426Ultra-absorbable CoQ10 benefits cell energy, heart & brain healthOur patented ubiquinol is highly bioavailable, which means it’s easy for the body to absorb. Combined with PrimaVie® shilajit the rate of absorption increases to help promote the body’s youthful cellular energy production.Non-GMO$46.50Multi-Unit Discount Available4 units @ $39.00 | Save 16%10 units @ $36.00 | Save 22%Available versions:50 mg30 softgels$15.00100 softgels$43.50100 mg30 softgels$24.7560 softgels$46.50200 mcg30 softgels$44.25 COL price VAL 46.50 COL priceCurrency VAL USD",Life Extension Super Ubiquinol CoQ10 with Enhanced Mitochondrial Support 100 mg
17869090,right,HP,COL brand VAL HP COL title VAL HP Color LaserJet Professional CP5225dn COL description VAL  COL price VAL 33435 COL priceCurrency VAL CZK,HP HP Color LaserJet Professional CP5225dn
37439609,right,Samsung,COL brand VAL Samsung COL title VAL Samsung 970 EVO MZ-V7E1T0BW - Solid state drive - krypterat - 1 TB - inbyggd - M.2 2280 - PCI Express 3.0 x4 (NVMe) - 256 bitars AES - TCG Opal Encryption 2.0 COL description VAL  COL price VAL 1682 COL priceCurrency VAL SEK,Samsung Samsung 970 EVO MZ-V7E1T0BW - Solid state drive - krypterat - 1 TB - inbyggd - M.2 2280 - PCI Express 3.0 x4 (NVMe) - 256 bitars AES - TCG Opal Encryption 2.0
26736430,right,Sigma,COL brand VAL Sigma COL title VAL Sigma 50mm F1.4 Art DG HSM Nikon Mount Lens COL description VAL Sigma 50mm F1.4 Art DG HSM Nikon Mount Lens COL price VAL 1249 COL priceCurrency VAL AUD,Sigma Sigma 50mm F1.4 Art DG HSM Nikon Mount Lens
53426556,right,LaCie,COL brand VAL LaCie COL title VAL LaCie 4TB Rugged Thunderbolt / USB-C Mobile HDD COL description VAL  COL price VAL 1059.0 COL priceCurrency VAL AED,LaCie LaCie 4TB Rugged Thunderbolt / USB-C Mobile HDD
2046148,right,Epson,COL brand VAL Epson COL title VAL Epson T7551 XL Black High Yield Ink Cartridge C13T755140 / T7551 EP53959 COL description VAL  COL price VAL 67.32 COL priceCurrency VAL GBP,Epson Epson T7551 XL Black High Yield Ink Cartridge C13T755140 / T7551 EP53959
12243414,right,CANON,"COL brand VAL CANON COL title VAL Canon CLI-251BK XL High-Capacity Black Ink Tank COL description VAL For the PIXMA iX6820, iP7220, iP8720, MG5420, MG5422, MG5520, MG5522, MG6320, MG6420, MG7120, MX722, and MX922 PrintersThe CLI-251BK XL High-Capacity Black Ink Tank from Canon is part of the ChromaLife100 system that guarantees print longevity of 300 years when used with select Canon paper and stored in an archival-quality photo album. The ink tank features an LED light which will illuminate when you install the ink tank correctly. Additionally, when a full set of Canon ink is installed, you can access content on Canon's Creative Park Premium website for free. The instant-drying ink is compatible with the following printers:PIXMA iX6820 PIXMA iP7220 PIXMA iP8720 PIXMA MG5420 PIXMA MG5422 PIXMA MG5520 PIXMA MG5522 PIXMA MG6320 PIXMA MG6420 PIXMA MG7120 PIXMA MX722 PIXMA MX922Ink Dries Instantly: Photos can be handled right out of the printer without getting smudgedSmart LED: Lets you know when the ink is properly installedChromaLife100 : Combines enhanced FINE print head technology with select Canon inks and select Canon photo papers for borderless photos that will last up to 300 years when stored in an archival-quality photo albumCreative Park Premium: After installing a full set of Canon ink you can download projects from the Creative Park Premium website including postcards, calendars, scrapbook pages, and paintings COL price VAL 0.0 COL priceCurrency VAL USD",CANON Canon CLI-251BK XL High-Capacity Black Ink Tank
12524915,right,APC,COL brand VAL APC COL title VAL APC Replacement Battery Cartridge #124 COL description VAL  COL price VAL 995 COL priceCurrency VAL NOK,APC APC Replacement Battery Cartridge #124
23276195,right,Cooler Master,COL brand VAL Cooler Master COL title VAL Cooler Master MasterBox Lite 5 Mid Tower Case COL description VAL Cooler Master MasterBox Lite 5 Mid Tower Case available to buy online from PC Case Gear – Australia’s Premier Online PC Store. COL price VAL 89 COL priceCurrency VAL AUD,Cooler Master Cooler Master MasterBox Lite 5 Mid Tower Case
41456801,right,EPSON,COL brand VAL EPSON COL title VAL Epson Seahorse Multipack 6-kleur T0487 COL description VAL Epson Seahorse Multipack 6-kleur T0487 COL price VAL 189 COL priceCurrency VAL EUR,EPSON Epson Seahorse Multipack 6-kleur T0487
96889697,right,G.Skill,COL brand VAL G.Skill COL title VAL Memoire DDR4 G.Skill Trident Z F4-3600C16D-16GTZNC COL description VAL Memoire DDR4 G.Skill Trident Z F4-3600C16D-16GTZNC- module de mémoire 16 Go DDR4 3600 MHz COL price VAL 156.99 COL priceCurrency VAL EUR,G.Skill Memoire DDR4 G.Skill Trident Z F4-3600C16D-16GTZNC
48521210,right,_none,COL brand VAL  COL title VAL Tissot T-Sport Seastar 1000 Chronograph Watch T1204171105100 COL description VAL  COL price VAL  COL priceCurrency VAL ,Tissot T-Sport Seastar 1000 Chronograph Watch T1204171105100
97634734,right,Corsair,"COL brand VAL Corsair COL title VAL Corsair ML140 PRO RGB LED 140MM PWM Premium Magnetic Levitation Fan - Single Pack COL description VAL Product InformationQUIET COOLING IN ANY COLORThe CORSAIR ML140 PRO RGB PWM fan combines unrivaled performance and low noise operation with vibrant RGB lighting controlled in CORSAIR LINK software.FRICTION MEETS REALITYBy utilizing ultra-low friction magnetic levitation bearing technology, ML140 PRO RGB can deliver more airflow and higher static pressure at lower noise levels than traditional bearing fans, backed by a long-life five-year warranty.PUT YOUR BUILD IN THE SPOTLIGHTFour hub-mounted RGB LEDs output a vivid blast of light and color, making it easy to match your system's style.EXPAND OR CREATEAvailable as a single fan, control lighting effects in CORSAIR LINK and add the finishing touches with replaceable corner caps (sold separately). The RGB functionality of ML140 PRO RGB requires an RGB lighting hub and Lighting Node PRO.BE SEEN NOT HEARDWith a 400 to 1,200 RPM PWM control range at 20.4 dBA max, ML140 PRO RGB makes it easy to equip your PC with quiet cooling that can be adjusted for the perfect balance in airflow that your system needs.Contents and SpecificationsPackage contentsx1 ML PRO RGB Fanx4 Fan mounting screwsSystem RequirementsMotherboard with an open standard 4-pin fan connectorCORSAIR LINK v4.9.2.27 or higher is required for lighting controlWindows 10, Windows 8.1, or Windows 7An internet connection is required for software downloadShow more; COL price VAL 32.98 COL priceCurrency VAL GBP",Corsair Corsair ML140 PRO RGB LED 140MM PWM Premium Magnetic Levitation Fan - Single Pack
66191134,right,Epson,COL brand VAL Epson COL title VAL Epson oryginalny tusz T2982 29 cyan COL description VAL Oryginalny tusz EPSONT29824 T29 cyan (niebieski).Pasuje do drukarek EPSON:Epson Expression Home XP-235EPSON Expression Home XP-245EPSON Expression Home XP-247Epson Expression Home XP-255Epson Expression Home XP-257Epson Expression Home XP-332Epson Expression Home XP-335EPSON Expression Home XP-342EPSON Expression Home XP-345Epson Expression Home XP-352Epson Expression Home XP-355Epson Expression Home XP-432Epson Expression Home XP-435EPSON Expression Home XP-442EPSON Expression Home XP-445Epson Expression Home XP-452Epson Expression Home XP-455 COL price VAL 53.28 COL priceCurrency VAL PLN,Epson Epson oryginalny tusz T2982 29 cyan
5603029,right,Samsung,"COL brand VAL Samsung COL title VAL Samsung Portable SSD T7 Touch 1TB - Zilver COL description VAL Portable SSD T7 Touch USB 3.2, NVMe, 1TB COL price VAL 249.00 COL priceCurrency VAL EUR",Samsung Samsung Portable SSD T7 Touch 1TB - Zilver
66047716,right,HP,"COL brand VAL HP COL title VAL HP 900GB 6G SAS 10K 900 SAS 16 MB Cache 2.5-Inch Internal Bare or OEM Drives 619291-B21 COL description VAL Performance and Reliability for Multiple Application Environments - High reliability for Mission Critical applications. High availability for Business Critical applications. Robust SAS interface (dual port, full duplex). Ideal for transaction processing, database applications, analytics, high performance computing and business applications. Maintaining existing universal hot plug carriers to support HP ProLiant G7 and earlier servers and server storage.Hard drive capacity - 900 GB. Hard drive size - 63.5 mm (2.5). COL price VAL 170.00 COL priceCurrency VAL USD",HP HP 900GB 6G SAS 10K 900 SAS 16 MB Cache 2.5-Inch Internal Bare or OEM Drives 619291-B21
61794834,right,_none,"COL brand VAL  COL title VAL RAM® 3\"" Double Ball Arm for 1.5\"" Ball COL description VAL The RAM-201U-B, short double socket arm, has a socket at both ends that accommodates 1.5\"" ball bases. A single spring inside the arm opens the end sockets, allowing you to pivot the ball and socket connection. This socket technology allows for almost infinite adjustment and perfect viewing angles. COL price VAL 19.49 COL priceCurrency VAL USD","RAM® 3\"" Double Ball Arm for 1.5\"" Ball"
12750791,right,Park Tool,COL brand VAL Park Tool COL title VAL Park Tool PH-1.2 P-Handle Hex Wrench Set - Tool Set COL description VAL  COL price VAL 76.95 COL priceCurrency VAL USD,Park Tool Park Tool PH-1.2 P-Handle Hex Wrench Set - Tool Set
19006949,right,_none,COL brand VAL  COL title VAL INTEL CPU 10TH GEN COMET LAKE I7-10700KF 3.80GHZ LGA1200 16.00MB CACHE BOXED COL description VAL  COL price VAL 476.90 COL priceCurrency VAL EUR,INTEL CPU 10TH GEN COMET LAKE I7-10700KF 3.80GHZ LGA1200 16.00MB CACHE BOXED
78223883,right,Corsair,"COL brand VAL Corsair COL title VAL Corsair DDR4 Vengeance LPX 16GB/2133(2*8GB) CL13-15-15-28 1,20V XMP2.0 COL description VAL Corsair DDR4 Vengeance LPX 16GB/2133(2*8GB) CL13-15-15-28 1,20V XMP2.0 COL price VAL 0 COL priceCurrency VAL ","Corsair Corsair DDR4 Vengeance LPX 16GB/2133(2*8GB) CL13-15-15-28 1,20V XMP2.0"
59585994,right,Traveler's Company,COL brand VAL Traveler's Company COL title VAL Traveler's Company 001. LINED REFILL MIDORI TRAVELER'S NOTEBOOK COL description VAL  COL price VAL 3.50 COL priceCurrency VAL GBP,Traveler's Company Traveler's Company 001. LINED REFILL MIDORI TRAVELER'S NOTEBOOK
18835729,right,Xerox,COL brand VAL Xerox COL title VAL Xerox Phaser 6000/6010 Black Toner COL description VAL Xerox Phaser 6000/6010 Black Toner - this product is manufactured by Xerox in China (and maybe in other countries) COL price VAL  COL priceCurrency VAL ,Xerox Xerox Phaser 6000/6010 Black Toner
50160182,right,Logitech,COL brand VAL Logitech COL title VAL Logitech G G402 Hyperion Fury Oyuncu Mouse 910-004068 COL description VAL Logitech G402 Hyperion Fury 4000DPI 8 Tu Optik Gaming Mouse - 910-004068 COL price VAL 389.90 COL priceCurrency VAL TRY,Logitech Logitech G G402 Hyperion Fury Oyuncu Mouse 910-004068
516433,right,Sandisk,COL brand VAL Sandisk COL title VAL Sandisk USB Flash 32GB Cruzer Glide 2.0/3.0 COL description VAL  COL price VAL 15.90 COL priceCurrency VAL EUR,Sandisk Sandisk USB Flash 32GB Cruzer Glide 2.0/3.0
92894304,right,zebra,COL brand VAL zebra COL title VAL Zebra ZXP Series 1Black Monochrome Ribbon K - 1000 Prints 800011-101 COL description VAL  COL price VAL  COL priceCurrency VAL ,zebra Zebra ZXP Series 1Black Monochrome Ribbon K - 1000 Prints 800011-101
66768594,right,Western Digital,COL brand VAL Western Digital COL title VAL Western Digital Western Digital 2TB Blue COL description VAL  COL price VAL 79.00 COL priceCurrency VAL EUR,Western Digital Western Digital Western Digital 2TB Blue
11427812,right,_none,"COL brand VAL  COL title VAL Shimano CN-HG601 105 5800 / SLX M7000 Chain With Quick Link 11-Speed - 116 Links, SIL-TEC COL description VAL Super narrow lightweight 11-speed HG-EV symmetrical design chain for smooth shifts and maximum durability.Specifications:Outer plate design has been developed to reduce the chance of chain suckSil-Tec surface treatment technology (PTFE plating) on inner links that is smooth running and increases durabilityThe inner plate has been developed for better contact with gears providing smoother shifting under high load, giving efficient pedalling, increased rigidity and near silent running5.62 mm chain width, optimised for 11-speed Super Narrow HG-EV drivetrainsComes complete with Quick Link which enables fast tool-free chain assemblyAverage weight of 257 grams COL price VAL 31.99 COL priceCurrency VAL GBP","Shimano CN-HG601 105 5800 / SLX M7000 Chain With Quick Link 11-Speed - 116 Links, SIL-TEC"
66692743,right,G.Skill,COL brand VAL G.Skill COL title VAL G.Skill Trident Z Neo DDR4 3600MHz 16GB (2X8) Desktop Memory for AMD X570 F4-3600C16D-16GTZNC | PCByte COL description VAL Capacity : 16GB (8GBx2)Type : DDR4Speed : 3600 MHzLatency : 16-19-19-39Addressable RGB LEDs COL price VAL 209.0 COL priceCurrency VAL AUD,G.Skill G.Skill Trident Z Neo DDR4 3600MHz 16GB (2X8) Desktop Memory for AMD X570 F4-3600C16D-16GTZNC | PCByte
81424577,right,Kingston,"COL brand VAL Kingston COL title VAL Kingston Technology SA400S37/240G A400 SSD Solid State Drive 2.5 Inch SATA-3 - 240GB COL description VAL Supplied brand new in sealed retail packaging complete with a reassuring 3 year manufacturers warranty. Ultra responsive \""SSD\"" Solid State Drive and a superb 240GB capacityMore reliable and 10x faster than a hard drive. With incredible read/write speeds of up to 500MB/s, the A400 SSD will not only increase performance but can also be used to breathe new life into older systemsRugged A400 is shock- and vibration-resistant for rugged reliability when used in notebooks and other mobile computing devices.Ideal for desktops and notebooks A400 has a 7mm form factor to fit in a wider array of systems. It’s ideal for slimmer notebooks and in systems with limited available space.7dayshop stock a competitive range of products : photo, computer, memory, inkjet, audio, video, battery, gifts ideas, gadgets and much more.We have been selling online since the year 2000. Buy with confidence. COL price VAL  COL priceCurrency VAL ",Kingston Kingston Technology SA400S37/240G A400 SSD Solid State Drive 2.5 Inch SATA-3 - 240GB
18309559,right,Epson,"COL brand VAL Epson COL title VAL Epson Fox Multipack \""Renard\"" (T1285) - Encre DURABrite Ultra N, C, M, J COL description VAL Epson Fox Multipack \""Renard\"" (T1285) - Encre DURABrite Ultra N, C, M, J, Original, Encre à pigments, Noir, Cyan, Magenta, Jaune, Epson, Multi pack, - Epson Stylus SX445W - Epson Stylus SX440W - Epson Stylus SX435W - Epson Stylus SX420W - Epson... COL price VAL 61.89 COL priceCurrency VAL EUR","Epson Epson Fox Multipack \""Renard\"" (T1285) - Encre DURABrite Ultra N, C, M, J"
97165175,right,Oakley,COL brand VAL Oakley COL title VAL Oakley Jawbreaker 31 Mm Matte Black Sunglasses COL description VAL Oakley Sunglasses. Series Jawbreaker. Series number: OO9290. Color code: 92902031. Size: 31. Shape: Sport. Lens Width: 31 mm. Lens Bridge: 131 mm. Arm Length: 121 mm. 100% UV protection. Non-Polarized. Frame Material: Plastic. Frame Color: Matte Black. Lenses Type: Prizm Road.Product details:Frame color: matte blackLens color: prizm roadFit: standard COL price VAL 10890.0 COL priceCurrency VAL INR,Oakley Oakley Jawbreaker 31 Mm Matte Black Sunglasses
35405134,right,Manfrotto,"COL brand VAL Manfrotto COL title VAL Manfrotto MHXPRO-2W 2-Way Head COL description VAL Precise framing for seamless transition between photo and video. The innovative XPRO Fluid Head is the perfect choice for photographers looking for professional, accurate framing and video that really flows. This tripod head is an ideal fit for wildlife photographers using lightweight scopes with digiscoping, ensuring sharper, accurately composed images and no unwanted breaks when switching devices or angles.The XPRO Fluid Head is the only lightweight video head that has a fluidity selector. It enables you to quickly shift between hard and soft fluidity in line with your speed of tilt movement. Shoot stable footage with any photographic lens thanks to the fluid cartridge settings. Get ready to compose your scene quickly and easily with the standard Manfrotto 200PL plate. Switch from photo to video in just seconds, wherever you are.Two other great features of the XPRO Fluid Head is that it has a durable aluminium design and is surprisingly lightweight. It can support a payload of up to 4kg, yet it only weighs 0.7kg, which means you can carry it comfortably everywhere you go. COL price VAL 99.99 COL priceCurrency VAL GBP",Manfrotto Manfrotto MHXPRO-2W 2-Way Head
77146001,right,Swiss Military Hanowa,COL brand VAL Swiss Military Hanowa COL title VAL Relógio Swiss Military Hanowa06-6278.04.001.07 Navalus COL description VAL Swiss Ladies Watch with DayDate COL price VAL 219.95 COL priceCurrency VAL EUR,Swiss Military Hanowa Relógio Swiss Military Hanowa06-6278.04.001.07 Navalus
31373426,right,Swiss Military Hanowa,COL brand VAL Swiss Military Hanowa COL title VAL Relógio Swiss Military Hanowa06-4307.30.007 Undercover Multifunction COL description VAL Swiss Made Gents Watch with Day-Date COL price VAL 169.95 COL priceCurrency VAL EUR,Swiss Military Hanowa Relógio Swiss Military Hanowa06-4307.30.007 Undercover Multifunction
23007161,right,Epson,COL brand VAL Epson COL title VAL Epson Tinte matte schwarz 700ml f. 7900/9900 COL description VAL  COL price VAL 258.32 COL priceCurrency VAL EUR,Epson Epson Tinte matte schwarz 700ml f. 7900/9900
